Country,Subnational region,Module,Indicator,Configuration,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Male,0.01119,0.01063,0.01027,0.01006,0.0099,0.00977,0.00965,0.00952,0.00938,0.00926,0.00914,0.00901,0.00887
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Male,0.01137,0.01086,0.01053,0.01032,0.01017,0.01004,0.00992,0.00979,0.00966,0.00954,0.00942,0.0093,0.00916
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Male,0.0116,0.01114,0.01082,0.01063,0.01048,0.01035,0.01024,0.01011,0.00999,0.00987,0.00975,0.00962,0.00949
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Male,0.01189,0.01146,0.01117,0.01098,0.01084,0.01072,0.0106,0.01048,0.01035,0.01023,0.01011,0.00999,0.00985
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Male,0.01223,0.01183,0.01155,0.01138,0.01124,0.01112,0.01101,0.01089,0.01076,0.01064,0.01052,0.01039,0.01026
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Male,0.01261,0.01224,0.01199,0.01181,0.01168,0.01157,0.01146,0.01134,0.01121,0.01109,0.01096,0.01084,0.0107
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Male,0.01304,0.01271,0.01246,0.0123,0.01217,0.01206,0.01195,0.01183,0.0117,0.01158,0.01145,0.01132,0.01119
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Male,0.01354,0.01324,0.013,0.01284,0.01271,0.0126,0.01249,0.01237,0.01224,0.01211,0.01199,0.01186,0.01172
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Male,0.01414,0.01384,0.01362,0.01345,0.01332,0.0132,0.01309,0.01297,0.01284,0.01271,0.01258,0.01245,0.01231
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Male,0.01483,0.01454,0.01431,0.01414,0.01401,0.01388,0.01377,0.01364,0.01351,0.01338,0.01325,0.01312,0.01298
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Male,0.01563,0.01533,0.01511,0.01493,0.01479,0.01466,0.01454,0.01441,0.01428,0.01414,0.01401,0.01388,0.01373
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Male,0.01654,0.01626,0.01603,0.01585,0.0157,0.01557,0.01544,0.01531,0.01517,0.01503,0.0149,0.01476,0.01461
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Male,0.01765,0.01737,0.01713,0.01694,0.01679,0.01664,0.01651,0.01637,0.01622,0.01608,0.01594,0.0158,0.01565
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Male,0.01896,0.01867,0.01842,0.01822,0.01805,0.0179,0.01775,0.0176,0.01745,0.0173,0.01715,0.017,0.01685
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Male,0.02045,0.02014,0.01989,0.01967,0.01948,0.01932,0.01916,0.01899,0.01883,0.01868,0.01852,0.01837,0.01821
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Male,0.02209,0.02177,0.02149,0.02126,0.02106,0.02088,0.0207,0.02053,0.02035,0.02019,0.02003,0.01987,0.0197
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Male,0.02386,0.02353,0.02324,0.02299,0.02277,0.02258,0.02239,0.0222,0.02201,0.02184,0.02167,0.02149,0.02132
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Male,0.02582,0.02547,0.02517,0.02491,0.02467,0.02446,0.02425,0.02405,0.02385,0.02366,0.02347,0.02329,0.0231
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Male,0.028,0.02765,0.02733,0.02704,0.02679,0.02656,0.02634,0.02611,0.0259,0.02569,0.02549,0.02529,0.02508
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Male,0.03044,0.03006,0.02972,0.02942,0.02915,0.0289,0.02866,0.02842,0.02818,0.02795,0.02773,0.02751,0.02729
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Male,0.03313,0.03274,0.03238,0.03206,0.03177,0.03149,0.03123,0.03097,0.03071,0.03047,0.03022,0.02998,0.02974
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Male,0.03614,0.03573,0.03535,0.035,0.03468,0.03439,0.0341,0.03382,0.03354,0.03327,0.03301,0.03275,0.03249
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Male,0.03952,0.03908,0.03868,0.03831,0.03797,0.03765,0.03734,0.03703,0.03673,0.03644,0.03615,0.03587,0.03559
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male,0.04331,0.04285,0.04242,0.04202,0.04166,0.04131,0.04098,0.04064,0.04032,0.04,0.0397,0.03939,0.03909
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male,0.04759,0.04706,0.04658,0.04615,0.04575,0.04538,0.04503,0.04467,0.04432,0.04398,0.04365,0.04332,0.04299
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male,0.05239,0.05184,0.05133,0.05087,0.05044,0.05004,0.04965,0.04926,0.04888,0.04851,0.04815,0.04779,0.04743
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male,0.05758,0.05704,0.05652,0.05603,0.05557,0.05513,0.0547,0.05428,0.05387,0.05347,0.05308,0.05269,0.05229
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male,0.06316,0.06259,0.06204,0.06152,0.06103,0.06055,0.0601,0.05964,0.0592,0.05877,0.05835,0.05793,0.05751
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male,0.06932,0.06872,0.06813,0.06758,0.06705,0.06654,0.06605,0.06557,0.06509,0.06463,0.06418,0.06372,0.06327
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male,0.07605,0.07542,0.0748,0.07421,0.07364,0.0731,0.07258,0.07206,0.07155,0.07106,0.07057,0.07009,0.0696
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male,0.08335,0.08268,0.08203,0.0814,0.0808,0.08023,0.07967,0.07911,0.07857,0.07804,0.07752,0.077,0.07648
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Male,0.09122,0.09051,0.08983,0.08916,0.08853,0.08792,0.08732,0.08673,0.08615,0.08559,0.08503,0.08448,0.08392
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Male,0.09973,0.09899,0.09827,0.09757,0.0969,0.09625,0.09562,0.09499,0.09437,0.09377,0.09318,0.09259,0.092
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Male,0.28813,0.28748,0.28664,0.28587,0.2853,0.28474,0.28394,0.28301,0.28192,0.28066,0.27934,0.2781,0.27693
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Female,0.04317,0.04198,0.04089,0.03989,0.03897,0.0381,0.03725,0.0364,0.03556,0.03475,0.03395,0.03316,0.0324
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Female,0.02115,0.02001,0.01898,0.01807,0.01725,0.0165,0.01578,0.01509,0.01443,0.0138,0.0132,0.01263,0.01209
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Female,0.01258,0.01201,0.01148,0.01099,0.01054,0.01011,0.0097,0.0093,0.00892,0.00855,0.00819,0.00786,0.00754
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Female,0.00613,0.00583,0.00554,0.00528,0.00502,0.00478,0.00456,0.00434,0.00413,0.00393,0.00374,0.00356,0.00339
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Female,0.0044,0.00418,0.00397,0.00377,0.00358,0.00339,0.00322,0.00306,0.0029,0.00275,0.00261,0.00248,0.00236
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Female,0.00367,0.00349,0.00331,0.00314,0.00298,0.00282,0.00267,0.00253,0.0024,0.00227,0.00216,0.00205,0.00195
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Female,0.00331,0.00315,0.00299,0.00283,0.00268,0.00254,0.0024,0.00227,0.00215,0.00204,0.00193,0.00184,0.00175
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Female,0.00308,0.00293,0.00278,0.00264,0.0025,0.00236,0.00223,0.00211,0.002,0.0019,0.0018,0.00171,0.00163
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Female,0.00284,0.00271,0.00258,0.00244,0.00231,0.00219,0.00207,0.00196,0.00185,0.00175,0.00166,0.00158,0.0015
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Female,0.00261,0.00249,0.00237,0.00225,0.00213,0.00202,0.00191,0.0018,0.00171,0.00161,0.00153,0.00145,0.00138
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Female,0.00242,0.00232,0.00221,0.0021,0.00199,0.00188,0.00178,0.00168,0.00159,0.00151,0.00142,0.00135,0.00128
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Female,0.0023,0.0022,0.0021,0.002,0.00189,0.00179,0.00169,0.0016,0.00151,0.00143,0.00135,0.00128,0.00121
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Female,0.00223,0.00213,0.00204,0.00194,0.00184,0.00174,0.00164,0.00156,0.00147,0.00139,0.00131,0.00124,0.00118
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Female,0.00223,0.00213,0.00204,0.00194,0.00184,0.00174,0.00165,0.00156,0.00148,0.0014,0.00132,0.00125,0.00119
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Female,0.00226,0.00216,0.00207,0.00198,0.00188,0.00179,0.0017,0.00161,0.00153,0.00145,0.00138,0.00131,0.00124
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Female,0.0023,0.00221,0.00213,0.00204,0.00195,0.00187,0.00178,0.0017,0.00162,0.00155,0.00147,0.0014,0.00134
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Female,0.00236,0.00228,0.0022,0.00212,0.00204,0.00196,0.00188,0.00181,0.00174,0.00166,0.0016,0.00153,0.00147
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Female,0.00243,0.00235,0.00228,0.00221,0.00214,0.00206,0.00199,0.00192,0.00186,0.00179,0.00172,0.00166,0.0016
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Female,0.00252,0.00244,0.00237,0.0023,0.00224,0.00217,0.00211,0.00204,0.00198,0.00191,0.00185,0.00179,0.00173
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Female,0.00264,0.00256,0.00249,0.00242,0.00236,0.00229,0.00223,0.00217,0.00211,0.00204,0.00198,0.00192,0.00186
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Female,0.0028,0.00272,0.00264,0.00257,0.00251,0.00244,0.00238,0.00232,0.00226,0.00219,0.00213,0.00207,0.00201
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Female,0.00301,0.00291,0.00282,0.00275,0.00268,0.00261,0.00255,0.00249,0.00242,0.00236,0.0023,0.00224,0.00218
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Female,0.00324,0.00313,0.00303,0.00295,0.00287,0.00281,0.00274,0.00268,0.00261,0.00255,0.00249,0.00243,0.00237
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Female,0.00352,0.00338,0.00327,0.00318,0.0031,0.00303,0.00297,0.0029,0.00283,0.00277,0.0027,0.00264,0.00258
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Female,0.00388,0.0037,0.00357,0.00346,0.00338,0.00331,0.00324,0.00317,0.0031,0.00303,0.00296,0.00289,0.00282
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Female,0.00432,0.00409,0.00392,0.0038,0.00371,0.00363,0.00356,0.00348,0.0034,0.00332,0.00325,0.00318,0.0031
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Female,0.00481,0.00452,0.00431,0.00418,0.00408,0.00399,0.00391,0.00383,0.00374,0.00365,0.00357,0.00348,0.0034
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Female,0.00533,0.00496,0.00472,0.00457,0.00445,0.00436,0.00427,0.00418,0.00408,0.00399,0.0039,0.00381,0.00372
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Female,0.00586,0.00541,0.00512,0.00495,0.00481,0.00471,0.00461,0.00451,0.0044,0.00431,0.00421,0.00412,0.00403
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Female,0.00642,0.00589,0.00555,0.00534,0.00519,0.00506,0.00495,0.00483,0.00472,0.00462,0.00453,0.00443,0.00433
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Female,0.007,0.00639,0.00599,0.00576,0.00557,0.00542,0.00529,0.00516,0.00504,0.00494,0.00484,0.00475,0.00464
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Female,0.00757,0.00687,0.00643,0.00616,0.00595,0.00578,0.00563,0.00549,0.00537,0.00526,0.00516,0.00506,0.00495
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Female,0.0081,0.00733,0.00684,0.00654,0.00631,0.00612,0.00596,0.00581,0.00568,0.00557,0.00546,0.00536,0.00524
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Female,0.00861,0.00777,0.00724,0.00692,0.00667,0.00647,0.00629,0.00613,0.00599,0.00587,0.00576,0.00564,0.00552
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Female,0.00911,0.00823,0.00766,0.00731,0.00704,0.00682,0.00663,0.00645,0.0063,0.00616,0.00604,0.00592,0.00579
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Female,0.00961,0.00867,0.00807,0.0077,0.00741,0.00717,0.00696,0.00677,0.0066,0.00646,0.00632,0.00619,0.00605
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Female,0.01004,0.00906,0.00843,0.00804,0.00774,0.00749,0.00727,0.00707,0.00689,0.00673,0.00658,0.00644,0.00629
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Female,0.0103,0.00931,0.00867,0.00829,0.00799,0.00775,0.00753,0.00733,0.00714,0.00696,0.00681,0.00665,0.00649
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Female,0.0104,0.00942,0.0088,0.00844,0.00817,0.00794,0.00774,0.00754,0.00734,0.00716,0.00699,0.00683,0.00666
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Female,0.01041,0.00947,0.00888,0.00855,0.0083,0.0081,0.00791,0.00772,0.00753,0.00734,0.00716,0.00699,0.00681
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Female,0.01039,0.00949,0.00894,0.00864,0.00842,0.00824,0.00807,0.00789,0.00769,0.0075,0.00731,0.00712,0.00694
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Female,0.01036,0.0095,0.00898,0.00871,0.00852,0.00835,0.0082,0.00803,0.00783,0.00764,0.00744,0.00725,0.00705
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Female,0.0103,0.00949,0.00901,0.00875,0.00857,0.00842,0.00828,0.00811,0.00793,0.00774,0.00754,0.00735,0.00716
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Female,0.0102,0.00945,0.00899,0.00875,0.00858,0.00844,0.0083,0.00815,0.00797,0.0078,0.00762,0.00744,0.00725
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Female,0.00998,0.0093,0.00889,0.00868,0.00854,0.00842,0.0083,0.00816,0.008,0.00784,0.00767,0.00749,0.00731
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Female,0.00967,0.00908,0.00873,0.00856,0.00845,0.00835,0.00826,0.00814,0.008,0.00785,0.00769,0.00753,0.00736
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Female,0.0094,0.00889,0.00859,0.00845,0.00836,0.00828,0.00821,0.00811,0.00799,0.00786,0.00773,0.00758,0.00742
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Female,0.00922,0.00876,0.0085,0.00839,0.00831,0.00825,0.00819,0.00811,0.00801,0.0079,0.00778,0.00765,0.0075
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Female,0.00919,0.00874,0.0085,0.00839,0.00832,0.00827,0.00821,0.00814,0.00805,0.00796,0.00785,0.00774,0.00761
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Female,0.00924,0.00881,0.00858,0.00847,0.0084,0.00835,0.00829,0.00822,0.00814,0.00806,0.00797,0.00787,0.00775
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Female,0.00935,0.00895,0.00872,0.00862,0.00854,0.00849,0.00843,0.00836,0.00829,0.00821,0.00812,0.00803,0.00792
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Female,0.00949,0.00912,0.00891,0.0088,0.00873,0.00867,0.00861,0.00854,0.00847,0.00839,0.00831,0.00822,0.00812
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Female,0.00966,0.00933,0.00912,0.00902,0.00894,0.00888,0.00882,0.00875,0.00867,0.0086,0.00853,0.00844,0.00835
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Female,0.00987,0.00957,0.00938,0.00927,0.00919,0.00912,0.00906,0.00899,0.00892,0.00885,0.00877,0.00869,0.0086
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Female,0.01019,0.0099,0.00971,0.0096,0.00951,0.00944,0.00937,0.0093,0.00922,0.00915,0.00907,0.009,0.0089
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Female,0.01064,0.01035,0.01015,0.01003,0.00993,0.00984,0.00976,0.00968,0.0096,0.00952,0.00944,0.00935,0.00926
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Female,0.01119,0.01089,0.01068,0.01054,0.01043,0.01033,0.01024,0.01015,0.01005,0.00996,0.00987,0.00978,0.00968
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Female,0.01181,0.01151,0.01129,0.01113,0.011,0.01089,0.01079,0.01068,0.01057,0.01047,0.01037,0.01027,0.01016
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Female,0.01252,0.01222,0.01198,0.01181,0.01167,0.01154,0.01143,0.01131,0.01119,0.01108,0.01097,0.01086,0.01074
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Female,0.01337,0.01306,0.01282,0.01263,0.01247,0.01234,0.01221,0.01208,0.01195,0.01183,0.01171,0.01158,0.01146
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Female,0.0144,0.01408,0.01382,0.01362,0.01345,0.0133,0.01315,0.01301,0.01287,0.01273,0.0126,0.01246,0.01232
